title,developer,url,group,monthlyUsers,totalUsers,rating,reviews,description
Lowe's Product Scraper,SIÁN OÜ,https://apify.com/sian.agency/lowes-product-scraper?fpr=youssef,us-retailers,25,77,,0,"Scrape Lowe's products - price, ratings, reviews, images, specs & store availability. Keyword or category search, full detail enrichment, clean JSON/CSV, no code"
Airbnb Availability Calendar Scraper,Crikit,https://apify.com/cirkit/airbnb-availability-scraper?fpr=youssef,other-ecommerce,25,64,5,2,"Scrape day-by-day availability for any Airbnb listing. Returns up to 12 months of calendar data per request: available/booked status, minimum and maximum stay nights, check-in and check-out eligibility, and the nightly price string when visible. Fast HTTP-only scraper, no browser needed"
Idealo Scraper & Price Data API,PricePirate,https://apify.com/pricepirate/idealo-price-data-api?fpr=youssef,price-comparison,25,62,5,3,"Real-time Idealo price data across 6 European markets. Look up any product by EAN/GTIN, ID, search term, or URL"
Mercadolibre Product Scraper,SASWAVE,https://apify.com/saswave/mercadolibre-product-scraper?fpr=youssef,global-marketplaces,24,410,2.7,5,"no proxies needed. Fast and reliable scraper for MercadoLibre product pages and search results. Support all domains. Perfect for competitive analysis, price monitoring, e-commerce intelligence, catalog enrichment, and high-volume data extraction"
Flipkart Product Scraper,EasyApi,https://apify.com/easyapi/flipkart-product-scraper?fpr=youssef,global-marketplaces,24,333,4.3,4,"Scrape product data from Flipkart search results, including prices, images, titles, and detailed product information. Perfect for price monitoring, market research, and competitive analysis"
Alibaba Scraper | Enterprise Grade,Fatih Tahta,https://apify.com/fatihtahta/alibaba-scraper?fpr=youssef,chinese-marketplaces,24,177,5,1,"Extract structured Alibaba product and supplier data including pricing, MOQs, certifications, supplier profiles, and performance signals. Built for enterprise-grade sourcing intelligence, supplier discovery, procurement analysis, and automated data pipelines"
Etsy Shop Scraper,axly,https://apify.com/axlymxp/etsy-shop-scraper?fpr=youssef,ebay-etsy,23,258,1,1,"Scrape Etsy shop profiles: Star Seller badge, total sales, ratings, location, and product listings. Search by keyword or look up a batch of shops by name in one run. No API key needed"
Blinkit Product Listings Scraper,Krazee,https://apify.com/krazee_kaushik/blinkit-product-results-scraper?fpr=youssef,reviews,23,249,5,1,"Collect Blinkit product data across multiple locations and keywords with real-time delivery ETA. Includes prices, stock status, ratings, merchant info, and images. Ready for analytics, dashboards, and automation. Export to JSON, CSV, or Excel"
Eventbrite Search Scraper,Hypebridge,https://apify.com/hypebridge/eventbrite-search?fpr=youssef,other-ecommerce,23,214,5,2,"Scrape Eventbrite search, discovery and details pages"
Reclame Aqui Scraper - Consumer Complaints BR,viralanalyzer,https://apify.com/viralanalyzer/reclameaqui-scraper?fpr=youssef,reviews,23,213,3.8,9,"Extract Reclame Aqui data: company complaints, ratings, response rates"
Tokopedia Search Scraper,Shahid Irfan,https://apify.com/shahidirfan/tokopedia-search-scraper?fpr=youssef,global-marketplaces,23,179,5,8,"Effortlessly scrape Tokopedia search results. Extract product data, prices, ratings & reviews in bulk. Perfect for market research, price tracking & competitive intelligence on Indonesia's largest e-commerce marketplace"
Depop Listings Scraper,FalconScrape,https://apify.com/piotrv1001/depop-listings-scraper?fpr=youssef,global-marketplaces,23,154,,0,"The Depop Listings Scraper extracts product listings from depop.com category and search pages, capturing prices, original prices, sizes, brands, currency, product images, and category paths - ideal for resale market analysis, price tracking, and vintage fashion research"
& Brokers Leads,Azzouzana,https://apify.com/azzouzana/propertyfinder-leads-scraper?fpr=youssef,other-ecommerce,23,139,5,1,"Scrape Propertyfinder ( ae | sa | qa | eg | bh ) agents/brokers search result pages for as to JSON, CSV, or Excel... or API > Get a plethora of information; simply enter the search page URL and get your data! Blazing fast & cheap"
"Vinted Scraper: Search, Items, Prices & Profiles",ScrapeBadger,https://apify.com/scrape.badger/vinted-scraper?fpr=youssef,global-marketplaces,23,126,,0,"Scrape Vinted listings, item details, user profiles, and catalog data across 26 European markets. Filter by brand, price, color, condition. Structured JSON with prices, photos, seller info. For market research, price monitoring, e-commerce"
Autoscout24 Scraper - All Domains,Azzouzana,https://apify.com/azzouzana/autoscout24-scraper?fpr=youssef,other-ecommerce,23,65,5,2,"domains, NO-CODE tool to extract AutoScout24 data on thousands of car listings: prices, mileage, contacts, attributes, images, and much more! Monitor new listings, price drops, and delisted vehicles. Bring your search URL and you're good to go!"
Avito Listings Scraper API,Dami's Studio,https://apify.com/dami_studio/avito-listings-scraper?fpr=youssef,global-marketplaces,23,39,5,1,"Scrape Avito.ru listings by keyword, category, city or a search URL you paste. Each row has id, title, price, city, seller name and type, publish date and photos. Coordinates come only if the seller added them. If not, that field is empty"
FlashScore Scraper Live,statanow,https://apify.com/statanow/flashscore-scraper-live?fpr=youssef,other-ecommerce,22,559,5,2,"Scrape FlashScore live scores, fixtures, results, odds, and match events across 16 sports. In historical mode, enrich each match with up to 100 recent games per team, detailed statistics, incidents, and mutual H2H. Export analytics-ready sports data to JSON, CSV, Excel, or the Apify API"
"Etsy Scraper - Products, Prices, Reviews & Shop Data",Khadin Akbar,https://apify.com/khadinakbar/etsy-all-in-one-scraper?fpr=youssef,ebay-etsy,22,286,,0,"Scrape Etsy product listings, prices, ratings, seller info, Star Seller & Bestseller badges, materials, tags, shop catalogs & customer reviews. MCP/API-ready"
iFood Restaurant Scraper,Yasmany Grijalba Casanova,https://apify.com/yasmany.casanova/ifood-scraper?fpr=youssef,reviews,22,268,5,2,"Extract the store profile, full menu with prices, and customer reviews for any iFood Brazil restaurant, from its URL. Clean, structured JSON, one row per record"
Scrapeunblocker,Scrapeunblocker,https://apify.com/scrapeunblocker/scrapeunblocker?fpr=youssef,other-ecommerce,22,192,2.9,4,ScrapeUnblocker allows to bypass anti-bot services and scrape the full page source of any given URL within seconds
Mobile.de Scraper Germany Vehicles Listings API,Azzouzana,https://apify.com/azzouzana/mobile-de-scraper?fpr=youssef,other-ecommerce,22,106,5,4,"de Scraper: Export Germany vehicle listings (Cars, Motorbikes, Motorhomes & Trucks) to CSV/JSON. Track market prices, dealer details & automotive leads across Europe. Features auto-monitoring for new ads & price drops. Built for vehicle buyers, dealerships & exporters"
DoorDash Scraper,FlowExtract API,https://apify.com/dz_omar/doordash-scraper?fpr=youssef,reviews,22,79,4,1,"Scrape DoorDash store listings, full menus, featured items, and customer Reviews. Supports location-aware search, multi-URL input, star distribution, delivery fees, pickup ETAs, and optional review extraction with item tagging"
Carsales AU Scraper,Azzouzana,https://apify.com/azzouzana/carsales-au-scraper?fpr=youssef,other-ecommerce,22,63,5,2,"Carsales.com.au Scraper: Export Australian car listings to CSV/JSON via Search URL. Bypass the 440-car pagination limit to extract full vehicle data, market prices, specs & dealership auto leads. Built for car buyers & automotive businesses needing fast B2B data extraction. !"
"Woolworths AU Scraper: Products, Prices & Reviews",Abot API,https://apify.com/abotapi/woolworths-au-scraper?fpr=youssef,us-retailers,22,30,5,1,"Scrape Woolworths Australia (woolworths.com.au) grocery products and reviews. Search by keyword or paste product / search links. Returns name, brand, price, was price, unit price, pack size, specials, availability, images, category, nutrition, allergens, ingredients, rating and customer reviews"
App Store Scraper () - Apple iOS Data,epctex,https://apify.com/epctex/appstore-scraper?fpr=youssef,reviews,21,1065,5.0,10,"Search the App Store by keyword, or look up apps by App Store ID, bundle ID, or developer ID. First 50 free, then (search) or lookups, 45 fields per app. Reviews -ons. Fits ASO teams, publishers, researchers"
Shopify Product Scraper,WebDataLabs,https://apify.com/webdatalabs/shopify-product-scraper?fpr=youssef,shopify-stores,21,383,5,2,"Extract full product catalogues from any Shopify store with a public products.json feed: titles, prices, compare-at prices, discounts, price ranges, currency, every variant with SKU, options and in-stock status, images, tags and vendor. Non-Shopify or protected URLs get a clear reason"
TikTok Shop Affiliate Products,DeepMine,https://apify.com/deepmine/tiktok-shop-affiliate-products?fpr=youssef,chinese-marketplaces,21,191,5,1,"Find TikTok Shop products worth promoting with affiliate opportunity scoring, product demand signals, price bands, ratings, reviews, seller context"
Temu Scraper,Gio,https://apify.com/gio21/temu-scraper?fpr=youssef,chinese-marketplaces,21,157,5,1,"Scrape Temu products by search keyword. Title, price, rating, reviews, image, shipping info. Pay per product"
Amazon Review Details Scraper,AxCrawler,https://apify.com/axesso_data/amazon-review-details-scraper?fpr=youssef,amazon,21,108,,0,"This actor retrieves detailed information for a specific Amazon product review by its review ID, including review text, rating, title, user details, and verification status. It provides real-time, structured data directly from Amazon marketplaces for in-depth review analysis"
Airbnb Scraper - Most Comprehensive,Kai,https://apify.com/kaix/airbnb-listing-scraper?fpr=youssef,reviews,21,71,5,1,"~ Airbnb listings by URL, listing ID, or location search. Returns full listing details including description, amenities, host info, location, photos, policies, and ratings. Optionally fetches reviews inline"
Facebook Marketplace Scraper,Crawler Bros,https://apify.com/crawlerbros/facebook-marketplace-scraper?fpr=youssef,global-marketplaces,20,255,,0,"Extract data from Facebook Marketplace listings. Scrape items for sale, apartments, categories, search results with prices, locations, seller info, and more. Export data in JSON, CSV, or Excel"
Alibaba Supplier Scraper,devcake,https://apify.com/devcake/alibaba-supplier-scraper?fpr=youssef,chinese-marketplaces,20,190,5,1,"Extract detailed Supplier profiles from Alibaba.com for vendor sourcing and supply chain research. Get Gold Supplier tenure,factory size, staff count, annual revenue, response rates, product portfolios, ratings and verification status"
Webmotors Scraper,RibTools,https://apify.com/ribtools/webmotors-scraper?fpr=youssef,other-ecommerce,20,155,5,1,"Extract vehicle listings from Webmotors.com.br including cars and motorcycles. Get detailed info: prices, specs, photos, seller data. Fast scraping with anti-detection. Perfect for market analysis and inventory tracking"
Etsy Reviews Scraper,EasyApi,https://apify.com/easyapi/etsy-reviews-scraper?fpr=youssef,ebay-etsy,20,147,,0,"Scrape Etsy product reviews effortlessly. Extract detailed review data including ratings, text, reviewer info, dates and more. Perfect for market research and customer feedback analysis"
Hepsiburada Scraper | Fast & Reliable,Fatih Tahta,https://apify.com/fatihtahta/hepsiburada-scraper?fpr=youssef,reviews,20,115,5,1,"Fast and reliable Hepsiburada scraper. Scrape comprehensive product listings for any search query, including price, ratings, review counts, and promotions. Ideal for in-depth market research and competitor monitoring"
Home Depot Product Scraper,SIÁN OÜ,https://apify.com/sian.agency/home-depot-product-scraper?fpr=youssef,us-retailers,20,67,,0,"Scrape Home Depot products - price, ratings, images, specs & store inventory. Keyword or category search, full detail enrichment, clean JSON/CSV, no code"
